date,location,competition,home_team_abbreviation,home_team_fullname,away_team_abbreviation,away_team_fullname,result,home_team_score,away_team_score
1961-08-12,"BOET ERASMUS (EPRFU), PORT ELIZABETH",AUSTRALIA TOUR IN SOUTH AFRICA 1961,SA,SOUTH AFRICA,AUS,AUSTRALIA,FT,23,11
1961-08-05,"EMIRATES AIRLINES PARK, JOHANNESBURG",AUSTRALIA TOUR IN SOUTH AFRICA 1961,SA,SOUTH AFRICA,AUS,AUSTRALIA,FT,28,3
1961-08-05,"ATHLETIC PARK, AOMORI",FRANCE TOUR IN AUSTRALIA 1961,NZL,NEW ZEALAND,FRA,FRANCE,FT,5,3
1961-07-22,"EDEN PARK, AUCKLAND",FRANCE TOUR IN AUSTRALIA 1961,NZL,NEW ZEALAND,FRA,FRANCE,FT,13,6
1961-07-01,"OLYMPIC PARK, MELBOURNE",FIJI TOUR 1961,AUS,AUSTRALIA,FIJI,FIJI,FT,3,3
1961-06-17,"CRICKET GROUND, SYDNEY",FIJI TOUR 1961,AUS,AUSTRALIA,FIJI,FIJI,FT,20,14
1961-06-10,"EXHIBITION GROUND, BRISBANE",FIJI TOUR 1961,AUS,AUSTRALIA,FIJI,FIJI,FT,24,6
1961-05-27,"STADION EDEN, PRAGUE",PEACE CUP,CZE,CZECH REPUBLIC,ROM,ROMANIA,FT,12,19
1961-05-27,", BRNO",PEACE CUP,POL,POLAND,EG,EAST GERMANY,FT,0,3
1961-05-26,", BRNO",PEACE CUP,ROM,ROMANIA,EG,EAST GERMANY,FT,34,0
1961-05-26,", BRNO",PEACE CUP,CZE,CZECH REPUBLIC,POL,POLAND,FT,9,3
1961-05-24,"TJ CUNOVO, BRATISLAVA",PEACE CUP,ROM,ROMANIA,POL,POLAND,FT,6,24
1961-05-13,"DHL NEWLANDS STADIUM, CAPE TOWN",IRELAND TOUR IN SOUTH AFRICA 1961,SA,SOUTH AFRICA,IRE,IRELAND,FT,24,8
1961-04-15,"AVIVA STADIUM, DUBLIN",SIX NATIONS,IRE,IRELAND,FRA,FRANCE,FT,3,15
1961-04-02,"STADE MUNICIPAL, CHAMBERY",ITALY TOUR IN FRANCE 1961,FRA,FRANCE,ITALY,ITALY,FT,17,0
1961-04-02,"FRITZ GRUNEBAUM SPORTPARK, HEIDELBURG",FRANCE XV TOUR IN GERMANY 1961,,WEST GERMANY,FRA,FRANCE,FT,9,27
1961-03-25,"STADE YVES DU MANOIR, COLOMBES",SIX NATIONS,FRA,FRANCE,WALES,WALES,FT,8,6
1961-03-18,"TWICKENHAM, LONDON",SIX NATIONS,ENG,ENGLAND,SCOT,SCOTLAND,FT,6,0
1961-03-11,"NATIONAL STADIUM, CARDIFF",SIX NATIONS,WALES,WALES,IRE,IRELAND,FT,9,0
1961-02-25,"TWICKENHAM, LONDON",SIX NATIONS,ENG,ENGLAND,FRA,FRANCE,FT,5,5
1961-02-25,"BT MURRAYFIELD, EDINBURGH",SIX NATIONS,SCOT,SCOTLAND,IRE,IRELAND,FT,16,8
1961-02-18,"STADE YVES-DU-MANOIR, PARIS",SOUTH AFRICA TOUR IN ENGLAND/FRANCE/IRELAND/SCOTLAND/WALES 1960/61,FRA,FRANCE,SA,SOUTH AFRICA,FT,0,0
1961-02-11,"AVIVA STADIUM, DUBLIN",SIX NATIONS,IRE,IRELAND,ENG,ENGLAND,FT,11,8
1961-02-11,"BT MURRAYFIELD, EDINBURGH",SIX NATIONS,SCOT,SCOTLAND,WALES,WALES,FT,3,0
1961-01-21,"NATIONAL STADIUM, CARDIFF",SIX NATIONS,WALES,WALES,ENG,ENGLAND,FT,6,3
1961-01-21,"BT MURRAYFIELD, EDINBURGH",SOUTH AFRICA TOUR IN ENGLAND/FRANCE/IRELAND/SCOTLAND/WALES 1960/61,SCOT,SCOTLAND,SA,SOUTH AFRICA,FT,5,12
1961-01-15,"STADIO BELTRAMETTI, PIACENZA",WEST GERMANY TOUR 1961,ITALY,ITALY,,WEST GERMANY,FT,19,0
1961-01-07,"TWICKENHAM STADIUM, TWICKENHAM",SOUTH AFRICA TOUR IN ENGLAND/FRANCE/IRELAND/SCOTLAND/WALES 1960/61,ENG,ENGLAND,SA,SOUTH AFRICA,FT,0,5
1961-01-07,"STADE YVES DU MANOIR, COLOMBES",SIX NATIONS,FRA,FRANCE,SCOT,SCOTLAND,FT,11,0
1960-12-17,"AVIVA STADIUM, DUBLIN",SOUTH AFRICA TOUR IN ENGLAND/FRANCE/IRELAND/SCOTLAND/WALES 1960/61,IRE,IRELAND,SA,SOUTH AFRICA,FT,3,8
1960-12-03,"NATIONAL STADIUM, CARDIFF",SOUTH AFRICA TOUR IN ENGLAND/FRANCE/IRELAND/SCOTLAND/WALES 1960/61,WALES,WALES,SA,SOUTH AFRICA,FT,0,3
1960-10-16,", RZESZOW",WEST GERMANY TOUR 1960,POL,POLAND,,WEST GERMANY,FT,3,8
1960-10-02,"KRISTINEBERGS IP, STOCKHOLM",DENMARK TOUR IN SWEDEN 1960,SWED,SWEDEN,DEN,DENMARK,FT,11,3
1960-08-27,"BOET ERASMUS (EPRFU), PORT ELIZABETH",NEW ZEALAND TOUR 1960,SA,SOUTH AFRICA,NZL,NEW ZEALAND,FT,8,3
1960-08-20,"CARRASCO POLO CLUB, MONTEVIDEO",FRANCE XV TOUR IN URUGUAY 1960,URUG,URUGUAY,FRA,FRANCE,FT,0,61
1960-08-17,"GIMNASIA Y ESGRIMA (GEBA,MALDONADO), BUENOS AIRES",FRANCE TOUR IN ITALY/ROMANIA 1960,ARG,ARGENTINA,FRA,FRANCE,FT,6,29
1960-08-13,"TOYOTA STADIUM, BLOEMFONTEIN",NEW ZEALAND TOUR 1960,SA,SOUTH AFRICA,NZL,NEW ZEALAND,FT,11,11
1960-08-06,"GIMNASIA Y ESGRIMA (GEBA,MALDONADO), BUENOS AIRES",FRANCE TOUR IN ITALY/ROMANIA 1960,ARG,ARGENTINA,FRA,FRANCE,FT,3,12
1960-07-23,"DHL NEWLANDS STADIUM, CAPE TOWN",NEW ZEALAND TOUR 1960,SA,SOUTH AFRICA,NZL,NEW ZEALAND,FT,3,11
1960-07-23,"GIMNASIA Y ESGRIMA (GEBA,MALDONADO), BUENOS AIRES",FRANCE TOUR IN ITALY/ROMANIA 1960,ARG,ARGENTINA,FRA,FRANCE,FT,3,37
1960-06-25,"EMIRATES AIRLINES PARK, JOHANNESBURG",NEW ZEALAND TOUR 1960,SA,SOUTH AFRICA,NZL,NEW ZEALAND,FT,13,0
1960-06-05,"STADIONUL DINAMO, BUCHAREST",FRANCE TOUR IN ITALY/ROMANIA 1960,ROM,ROMANIA,FRA,FRANCE,FT,11,5
1960-05-25,", GLAUCHAU",VICTORY CUP,ROM,ROMANIA,CZE,CZECH REPUBLIC,FT,13,3
1960-05-25,", PLAUEN",VICTORY CUP,POL,POLAND,EG,EAST GERMANY,FT,3,0
1960-05-24,", PIRNA",VICTORY CUP,EG,EAST GERMANY,ROM,ROMANIA,FT,0,5
1960-05-24,", GERA",VICTORY CUP,POL,POLAND,CZE,CZECH REPUBLIC,FT,5,6
1960-05-22,", ALTENBURG",VICTORY CUP,POL,POLAND,ROM,ROMANIA,FT,6,0
1960-05-21,"TEUFAIVA STADIUM, NUKU A'LOFA",NEW ZEALAND MAORI TOUR IN TONGA 1960,TONGA,TONGA,MAORI,NEW ZEALAND MAORI,FT,27,16
